,id,namesFormula,EC,deltaMass
8794,R01522,C00007 -> C00027,"['1.1.3.4', '1.1.3.5']",2.0159
8795,R01523,C00002 -> C00008,['2.7.1.19'],79.9799
8796,R01524,C00003 -> C00004,['1.1.1.137'],1.008
8797,R01525,C00005 -> C00006,"['1.1.1.137', '1.1.1.405']",1.008
8798,R01526,C00002 -> C00008,"['2.7.1.16', '2.7.1.47']",79.9799
8799,R01541,C00002 -> C00008,"['2.7.1.45', '2.7.1.178']",79.9799
8800,R01542,C00003 -> C00004,"['1.1.1.125', '1.1.1.127']",1.008
8801,R01543,C00005 -> C00006,['1.1.1.126'],1.008
8802,R01547,C00002 -> C00008,"['2.7.4.3', '2.7.4.11']",79.9799
8803,R01548,C00131 -> C00206,['2.7.1.48'],79.9799
8804,R01549,C00131 -> C00206,['2.7.1.48'],79.9799
8805,R01550,C00005 -> C00006,['1.1.1.80'],1.008
8806,R01562,C00212 -> C01367,['3.1.3.6'],79.9799
8807,R01564,C00007 -> C00027,['1.5.3.10'],2.0159
8808,R01567,C00002 -> C00008,['2.7.1.21'],79.9799
8809,R01568,C00008 -> C00020,['2.7.1.118'],79.9799
8810,R01571,C00020 -> C00212,['2.7.1.114'],79.9799
8811,R01573,C00002 -> C00008,['2.7.1.54'],79.9799
8812,R01574,C00003 -> C00004,"['1.1.1.116', '1.1.1.117']",1.008
8813,R01575,C00005 -> C00006,['1.1.1.117'],1.008
8814,R01581,C00217 -> C06379,['3.5.1.82'],24.9867
8815,R01581,C00060 -> C06379,[],128.107
8816,R01584,C00005 -> C00006,['1.4.1.17'],1.008
8817,R01585,C00002 -> C00008,['6.3.4.12'],79.9799
8818,R01586,C00014 -> C00025,['2.1.1.21'],130.0988
8819,R01600,C00002 -> C00008,"['2.7.1.1', '2.7.1.2']",79.9799
8820,R01604,C00003 -> C00004,['1.2.1.15'],1.008
8821,R01607,C00005 -> C00006,['1.2.1.15'],1.008
8822,R01608,C00003 -> C00004,['1.1.1.59'],1.008
8823,R01609,C00007 -> C00027,['1.7.3.5'],2.0159
8824,R01615,C00005 -> C00006,['1.2.1.44'],1.008
8825,R01618,C00002 -> C01260,['2.7.7.53'],329.206
8826,R01618,C00059 -> C00224,[],329.2059
8827,R01619,C00059 -> C00224,['2.7.7.51'],329.2059
8828,R01624,C00229 -> C03939,"['2.3.1.38', '2.3.1.85', '2.3.1.86', '2.3.1.-']",42.037
8829,R01624,C00024 -> C03939,[],734.4588
8830,R01626,C00229 -> C01209,"['2.3.1.39', '2.3.1.85', '2.3.1.86', '2.3.1.-']",86.046
8831,R01626,C00083 -> C01209,[],734.4593
8832,R01628,C00005 -> C00006,['1.14.13.23'],1.008
8833,R01629,C00003 -> C00004,"['1.13.11.-', '1.14.13.64']",1.008
8834,R01630,C00005 -> C00006,"['1.13.11.-', '1.14.13.64']",1.008
8835,R01633,C00003 -> C00004,['1.3.1.53'],1.008
8836,R01636,C00003 -> C00004,['1.14.12.8'],1.008
8837,R01637,C00230 -> C01424,[],15.9994
8838,R01639,C00002 -> C00008,['2.7.1.17'],79.9799
8839,R01644,C00003 -> C00004,['1.1.1.61'],1.008
8840,R01650,C00232 -> C05715,[],26.0406
8841,R01650,C01326 -> C05715,[],101.1039
8842,R01651,C00003 -> C00004,['1.2.1.25'],1.008
8843,R01651,C00233 -> C02939,[],721.5087
8844,R01654,C00002 -> C00008,"['6.3.2.12', '6.3.2.17']",79.9799
8845,R01665,C00002 -> C00008,"['2.7.4.14', '2.7.4.25']",79.9799
8846,R01666,C00002 -> C00008,"['2.7.1.74', '2.7.1.213']",79.9799
8847,R01681,C00003 -> C00004,['1.8.1.3'],1.008
8848,R01683,C00003 -> C00004,['1.5.1.23'],1.008
8849,R01688,C00002 -> C00008,['2.7.2.7'],79.9799
8850,R01689,C00003 -> C00004,['1.3.1.31'],1.008
8851,R01694,C00005 -> C00006,['1.1.1.123'],1.008
8852,R01695,C00007 -> C00027,['1.1.3.11'],2.0159
8853,R01698,C00003 -> C00004,['1.8.1.4'],1.008
8854,R01699,C15972 -> C16255,['1.2.4.1'],44.053
8855,R01700,C15972 -> C16254,['1.2.4.2'],102.089
8856,R01700,C00026 -> C16254,[],160.3309
8857,R01701,C15972 -> C15977,['1.2.4.4'],72.107
8858,R01701,C00141 -> C15977,[],160.3318
8859,R01702,C15972 -> C15975,['1.2.4.4'],86.134
8860,R01702,C00233 -> C15975,[],160.3322
8861,R01704,C00003 -> C00004,['1.2.1.48'],1.008
8862,R01706,C00249 -> C05764,"['2.3.1.85', '3.1.2.14']",15.0659
8863,R01706,C00229 -> C05764,[],238.415
8864,R01707,C00003 -> C00004,['1.1.1.107'],1.008
8865,R01708,C00005 -> C00006,['1.1.1.65'],1.008
8866,R01709,C00007 -> C00027,"['1.2.3.1', '1.2.3.8']",2.0159
8867,R01710,C00007 -> C00027,['1.4.3.5'],2.0159
8868,R01711,C00007 -> C00027,"['1.1.3.12', '1.4.3.5']",2.0159
8869,R01720,C00005 -> C00006,['1.17.1.5'],1.008
8870,R01723,C00037 -> C05380,[],105.0941
8871,R01723,C00253 -> C05380,[],57.0513
8872,R01724,C00002 -> C00008,['6.3.4.21'],79.9799
8873,R01728,C00003 -> C00004,['1.3.1.12'],1.008
8874,R01730,C00005 -> C00006,['1.3.1.13'],1.008
8875,R01734,C00255 -> C03114,[],230.1748
8876,R01735,C00003 -> C00004,['1.2.1.23'],1.008
8877,R01737,C00002 -> C00008,['2.7.1.12'],79.9799
8878,R01738,C00003 -> C00004,['1.1.1.69'],1.008
8879,R01739,C00005 -> C00006,['1.1.1.215'],1.008
8880,R01740,C00005 -> C00006,['1.1.1.69'],1.008
8881,R01741,C00016 -> C01352,['1.1.99.3'],2.0159
8882,R01745,C00003 -> C00004,['1.1.1.60'],1.008
8883,R01747,C00005 -> C00006,['1.1.1.60'],1.008
8884,R01749,C00003 -> C00004,['1.1.1.92'],1.008
8885,R01750,C00005 -> C00006,['1.1.1.92'],1.008
8886,R01752,C00003 -> C00004,['1.2.1.3'],1.008
8887,R01754,C00002 -> C00008,['2.7.1.46'],79.9799
8888,R01757,C00003 -> C00004,"['1.1.1.46', '1.1.1.376']",1.008
8889,R01758,C00003 -> C00004,['1.1.1.21'],1.008
8890,R01759,C00005 -> C00006,['1.1.1.21'],1.008
8891,R01763,C00003 -> C00004,['1.1.1.90'],1.008
8892,R01768,C00003 -> C00004,['1.17.1.4'],1.008
8893,R01769,C00007 -> C00027,['1.17.3.2'],2.0159
8894,R01771,C00002 -> C00008,['2.7.1.39'],79.9799
8895,R01773,C00003 -> C00004,['1.1.1.3'],1.008
8896,R01775,C00005 -> C00006,['1.1.1.3'],1.008
8897,R01778,C00003 -> C00004,"['1.1.1.35', '1.1.1.211']",1.008
8898,R01778,C00264 -> C00640,[],2.016
8899,R01779,C00005 -> C00006,['1.1.1.36'],1.008
8900,R01779,C00264 -> C01086,[],2.016
8901,R01781,C00003 -> C00004,['1.1.1.77'],1.008
8902,R01786,C00002 -> C00008,"['2.7.1.1', '2.7.1.2']",79.9799
8903,R01787,C00005 -> C00006,['1.1.1.21'],1.008
8904,R01793,C00003 -> C00004,['1.5.1.34'],1.008
8905,R01794,C00005 -> C00006,['1.5.1.34'],1.008
8906,R01795,C00268 -> C00272,['1.14.16.1'],2.0159
8907,R01797,C00055 -> C00269,['3.6.1.26'],208.0635
8908,R01798,C00010 -> C02249,[],286.4516
8909,R01798,C00269 -> C02255,[],27.002
8910,R01799,C00269 -> C00416,['2.7.7.41'],305.183
8911,R01800,C00055 -> C00269,['2.7.8.8'],208.0635
8912,R01800,C00065 -> C02737,[],208.0624
8913,R01800,C00269 -> C02737,[],218.105
8914,R01801,C00055 -> C00269,['2.7.8.5'],208.0635
